Position;Photo;Name;Details;Academy;Points;Kimono;Category;Gender;Belt;Division
57;https://api.ibjjfdb.com/Athletes/110178/RankingPhoto;Carlos Tassone Rodrigues;https://ibjjf.com/athletes/carlos-rodrigues-68d8f34c6011;Alliance USA;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/375001/RankingPhoto;Vladimir Blium;https://ibjjf.com/athletes/vladimir-blium;Alliance International;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/135258/RankingPhoto;Igor Tanabe Guimarães;https://ibjjf.com/athletes/igor-guimaraes;Nine Nine Japan;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/84947/RankingPhoto;Rider Zuchi Samelo do Amaral;https://ibjjf.com/athletes/rider-amaral;Fratres Brazilian Jiu-Jitsu;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/69226/RankingPhoto;Marcos Lopes de Oliveira Silva;https://ibjjf.com/athletes/marcos-silva-ffa19347d7b7;Alliance San Diego;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/24149/RankingPhoto;Luan Azevedo Lima;https://ibjjf.com/athletes/luan-lima;Rodrigo Pinheiro BJJ;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/279544/RankingPhoto;Guilherme Augusto Rodrigues Higuchi;https://ibjjf.com/athletes/guilherme-higuchi;Gracie Barra Boca Raton;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/63186/RankingPhoto;Fabricio Jose Barbarotti;https://ibjjf.com/athletes/fabricio-barbarotti;Action & Reaction MMA Toronto;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/136904/RankingPhoto;João Pedro Silva de Souza;https://ibjjf.com/athletes/joao-souza-348d39cd682f;AOJ;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/312773/RankingPhoto;Júlio Gabriel Almeida M. de Sousa;https://ibjjf.com/athletes/julio-sousa;Team 6 BJJ;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/448124/RankingPhoto;Michael Joseph Kingrey Jr;https://ibjjf.com/athletes/michael-jr-37f50af286f3;Tac Team BJJ - Midwest;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/32040/RankingPhoto;Rene Eduardo Lopez;https://ibjjf.com/athletes/rene-lopez;Jiu-Jitsu Methods;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/227704/RankingPhoto;Gabriel Santos de Oliveira;https://ibjjf.com/athletes/gabriel-oliveira-810dbe86474f;Campeão United Jiu-Jitsu;27;ranking-geral-gi;adult;male;black;superheavy
72;https://api.ibjjfdb.com/Athletes/119325/RankingPhoto;Julian Stonjek;https://ibjjf.com/athletes/julian-stonjek;Alliance International;26;ranking-geral-gi;adult;male;black;superheavy
73;https://api.ibjjfdb.com/Athletes/45918/RankingPhoto;Damian L Blazy;https://ibjjf.com/athletes/damian-blazy;CheckMat USA;24;ranking-geral-gi;adult;male;black;superheavy
73;https://api.ibjjfdb.com/Athletes/228611/RankingPhoto;Pedro Lucas Soares Ribeiro;https://ibjjf.com/athletes/pedro-ribeiro-b8a4a007826e;Michel Safi Brazilian Jiu-Jitsu School;24;ranking-geral-gi;adult;male;black;superheavy
73;https://api.ibjjfdb.com/Athletes/127140/RankingPhoto;Jo Bill de Jesus dos Santos Pantoja;https://ibjjf.com/athletes/jo-pantoja;PSLPB Cicero Costha USA;24;ranking-geral-gi;adult;male;black;superheavy
73;https://api.ibjjfdb.com/Athletes/140222/RankingPhoto;Jonathan Yeppie Tomasian;https://ibjjf.com/athletes/jonathan-tomasian;Six Blades Jiu-Jitsu;24;ranking-geral-gi;adult;male;black;superheavy
73;https://api.ibjjfdb.com/Athletes/380168/RankingPhoto;Belmir Ahmespahic;https://ibjjf.com/athletes/belmir-ahmespahic;NS Brotherhood International;24;ranking-geral-gi;adult;male;black;superheavy
78;https://api.ibjjfdb.com/Athletes/221284/RankingPhoto;Alessandro Speziali;https://ibjjf.com/athletes/alessandro-speziali;Stance;23;ranking-geral-gi;adult;male;black;superheavy
78;https://api.ibjjfdb.com/Athletes/307491/RankingPhoto;Csaba Hocz;https://ibjjf.com/athletes/csaba-hocz;Carlson Gracie UK;23;ranking-geral-gi;adult;male;black;superheavy
80;https://api.ibjjfdb.com/Athletes/37832/RankingPhoto;Mohamed Karim Ait Khalifa;https://ibjjf.com/athletes/karim-khalifa;Checkmat Geneva;22;ranking-geral-gi;adult;male;black;superheavy
81;https://api.ibjjfdb.com/Athletes/86023/RankingPhoto;Kaynan Casemiro Duarte;https://ibjjf.com/athletes/kaynan-duarte;Atos Jiu Jitsu USA;21;ranking-geral-gi;adult;male;black;superheavy
82;https://api.ibjjfdb.com/Athletes/19740/RankingPhoto;Diego Dias Ramalho;https://ibjjf.com/athletes/diego-ramalho;Diego Ramalho Brazilian Jiu-Jitsu;20;ranking-geral-gi;adult;male;black;superheavy
82;https://api.ibjjfdb.com/Athletes/35337/RankingPhoto;Joshua Dominic Guerra;https://ibjjf.com/athletes/joshua-guerra;Refuge BJJ;20;ranking-geral-gi;adult;male;black;superheavy
82;https://api.ibjjfdb.com/Athletes/264401/RankingPhoto;London Amil Horn;https://ibjjf.com/athletes/london-horn;Marcio Andre Jiu-Jitsu;20;ranking-geral-gi;adult;male;black;superheavy
82;https://api.ibjjfdb.com/Athletes/312415/RankingPhoto;Renan Corrêa Pereira Carlos;https://ibjjf.com/athletes/renan-carlos;Nova União CE;20;ranking-geral-gi;adult;male;black;superheavy
82;https://api.ibjjfdb.com/Athletes/321592/RankingPhoto;Jean Luca Maltese;https://ibjjf.com/athletes/jean-maltese;Alliance Marcelo Garcia International;20;ranking-geral-gi;adult;male;black;superheavy
82;https://api.ibjjfdb.com/Athletes/221937/RankingPhoto;Thiago Cesar de Andrade Silva;https://ibjjf.com/athletes/thiago-silva-bf3d82c19978;Unique Logic Jiu-Jitsu HQ;20;ranking-geral-gi;adult;male;black;superheavy
88;https://api.ibjjfdb.com/Athletes/296348/RankingPhoto;João Paulo Gimenez Barros Tobias;https://ibjjf.com/athletes/joao-tobias;Bross  Pitbull;19;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/153359/RankingPhoto;Leandro Carlos da Silva Santos;https://ibjjf.com/athletes/leandro-santos-45e020dd3c1a;Fratres Brazilian Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/226389/RankingPhoto;Augusto Cesar Nascimento Cursino;https://ibjjf.com/athletes/augusto-cursino;Supreme Art Club;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/134385/RankingPhoto;Gabriel Kaspary Barbosa;https://ibjjf.com/athletes/gabriel-barbosa-7d9f0a0489ff;Kronos BJJ HQ;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/67677/RankingPhoto;Yan Lucas Cordeiro Paiva;https://ibjjf.com/athletes/yan-paiva;Six Blades Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/132909/RankingPhoto;Ian T. Lashley;https://ibjjf.com/athletes/ian-lashley;GF Team Ohio;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/65884/RankingPhoto;Vinicius Ramos dos Reis;https://ibjjf.com/athletes/vinicius-reis;Renzo Gracie Ottawa;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/165658/RankingPhoto;Douglas Saldanha da Silva;https://ibjjf.com/athletes/douglas-silva-2b6bed262411;GF Team;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/36085/RankingPhoto;Brian J. Beaury II;https://ibjjf.com/athletes/brian-ii;Essential Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/46509/RankingPhoto;Felipe Porto Schiavon;https://ibjjf.com/athletes/felipe-schiavon;Fight Sports;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/34344/RankingPhoto;Matheus Oliveira Diniz;https://ibjjf.com/athletes/matheus-diniz;Alliance Marcelo Garcia;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/30738/RankingPhoto;Alexandre Faria Molinaro;https://ibjjf.com/athletes/alexandre-molinaro;Molinaro Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/243940/RankingPhoto;Francisco Papasidero;https://ibjjf.com/athletes/francisco-papasidero;AOJ;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/6346/RankingPhoto;Rafael Lovato Jr.;https://ibjjf.com/athletes/rafael-jr;Six Blades Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/84495/RankingPhoto;Enzo Baptista Guimarães;https://ibjjf.com/athletes/enzo-guimaraes;Vuk / 617 Brazilian Jiu-jitsu;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/149987/RankingPhoto;Youngseung Cho;https://ibjjf.com/athletes/youngseung-cho;John Frankl Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/218363/RankingPhoto;Alex Liscano Filho;https://ibjjf.com/athletes/alex-filho;CheckMat;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/424457/RankingPhoto;Átila Rocha Cardoso;https://ibjjf.com/athletes/atila-cardoso;Bitetti Team;18;ranking-geral-gi;adult;male;black;superheavy
89;https://api.ibjjfdb.com/Athletes/214080/RankingPhoto;Gabriel de Sousa Ribeiro;https://ibjjf.com/athletes/gabriel-ribeiro-04c1a6b5d692;Soldiers Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;superheavy
107;https://api.ibjjfdb.com/Athletes/158687/RankingPhoto;Rafael Fernando da Silva;https://ibjjf.com/athletes/rafael-silva-4aa688fdd8cf;316 BJJ;15;ranking-geral-gi;adult;male;black;superheavy
107;https://api.ibjjfdb.com/Athletes/69243/RankingPhoto;José Edicharlles Teixeira de Lima;https://ibjjf.com/athletes/jose-lima-115f0ae1f77f;Zenith BJJ;15;ranking-geral-gi;adult;male;black;superheavy
109;https://api.ibjjfdb.com/Athletes/26197/RankingPhoto;Lucas Jose Alves de Oliveira;https://ibjjf.com/athletes/lucas-oliveira-611f995d6de9;PRM Team;14;ranking-geral-gi;adult;male;black;superheavy
110;https://api.ibjjfdb.com/Athletes/121361/RankingPhoto;Felipe Figueiredo Mauricio;https://ibjjf.com/athletes/felipe-mauricio;Icon Jiu-Jitsu Team - Rio de Janeiro;13;ranking-geral-gi;adult;male;black;superheavy
110;https://api.ibjjfdb.com/Athletes/239656/RankingPhoto;Gabriel de Oliveira Haddad Duarte;https://ibjjf.com/athletes/gabriel-duarte-e6266a225ee1;Lotus Club Arizona;13;ranking-geral-gi;adult;male;black;superheavy
110;https://api.ibjjfdb.com/Athletes/130037/RankingPhoto;Paulo Otavio Dantas da C. Silva;https://ibjjf.com/athletes/paulo-silva-e8a1cf2fe8e9;ARKA BJJ;13;ranking-geral-gi;adult;male;black;superheavy
113;https://api.ibjjfdb.com/Athletes/74212/RankingPhoto;Justin Primrose;https://ibjjf.com/athletes/justin-primrose;Renzo Gracie Ottawa;12;ranking-geral-gi;adult;male;black;superheavy
113;https://api.ibjjfdb.com/Athletes/133487/RankingPhoto;Henrique de Almeida Cabral;https://ibjjf.com/athletes/henrique-cabral;Evolve MMA;12;ranking-geral-gi;adult;male;black;superheavy
113;https://api.ibjjfdb.com/Athletes/152194/RankingPhoto;Thomas Andrew Bracher;https://ibjjf.com/athletes/thomas-bracher;Atos JJ International;12;ranking-geral-gi;adult;male;black;superheavy
113;https://api.ibjjfdb.com/Athletes/150779/RankingPhoto;João Victor Ovando Viera;https://ibjjf.com/athletes/joao-viera;Otávio de Almeida;12;ranking-geral-gi;adult;male;black;superheavy
113;https://api.ibjjfdb.com/Athletes/197275/RankingPhoto;Joseph Dean Warner;https://ibjjf.com/athletes/joseph-warner;413 Jiu-Jitsu School;12;ranking-geral-gi;adult;male;black;superheavy
113;https://api.ibjjfdb.com/Athletes/126108/RankingPhoto;Lucas Moreira Lorêdo;https://ibjjf.com/athletes/lucas-loredo;GF Team;12;ranking-geral-gi;adult;male;black;superheavy
119;https://api.ibjjfdb.com/Athletes/55741/RankingPhoto;José Lucas Ferreira Braga;https://ibjjf.com/athletes/jose-braga;Okttopus;11;ranking-geral-gi;adult;male;black;superheavy
119;https://api.ibjjfdb.com/Athletes/136578/RankingPhoto;João Paulo Alves Freitas;https://ibjjf.com/athletes/joao-freitas-e0b48bf1020e;LS BJJ;11;ranking-geral-gi;adult;male;black;superheavy
119;https://api.ibjjfdb.com/Athletes/242936/RankingPhoto;Nicollas Vieira dos Santos;https://ibjjf.com/athletes/nicollas-santos;Carranca Team;11;ranking-geral-gi;adult;male;black;superheavy
119;https://api.ibjjfdb.com/Athletes/82068/RankingPhoto;Jean Tavares de Almeida;https://ibjjf.com/athletes/jean-almeida-2bfaec041b5b;Melqui Galvão Jiu-Jitsu;11;ranking-geral-gi;adult;male;black;superheavy
119;https://api.ibjjfdb.com/Athletes/174797/RankingPhoto;Andrea Mauro Mario da Pozzo;https://ibjjf.com/athletes/andrea-pozzo;Milano Jiu-Jitsu - L'Accademia;11;ranking-geral-gi;adult;male;black;superheavy
124;https://api.ibjjfdb.com/Athletes/169685/RankingPhoto;Bartosz  Zawadzki;https://ibjjf.com/athletes/bartosz-zawadzki;Rio Grappling Club Europe;10;ranking-geral-gi;adult;male;black;superheavy
124;https://api.ibjjfdb.com/Athletes/475252/RankingPhoto;Matej Trojanec;https://ibjjf.com/athletes/matej-trojanec;Clube de Jiu-Jitsu Pitbull Czech Republic;10;ranking-geral-gi;adult;male;black;superheavy
124;https://api.ibjjfdb.com/Athletes/224010/RankingPhoto;Nayron Icaro Da Silva;https://ibjjf.com/athletes/nayron-silva;MG Team Luxembourg;10;ranking-geral-gi;adult;male;black;superheavy
124;https://api.ibjjfdb.com/Athletes/232200/RankingPhoto;Estevão Max Nogara;https://ibjjf.com/athletes/estevao-nogara;GF Team;10;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/70208/RankingPhoto;Thyago Cruz Garatina;https://ibjjf.com/athletes/thyago-garatina;GF Team;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/88408/RankingPhoto;Fellipe Andrew Leandro Silva;https://ibjjf.com/athletes/fellipe-silva;Alliance San Diego;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/82230/RankingPhoto;Gilvan Gomes da Costa;https://ibjjf.com/athletes/gilvan-costa;Brazilian Top Team Boston;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/181288/RankingPhoto;Anderson Aguiar Martim;https://ibjjf.com/athletes/anderson-martim;Melqui Galvão Jiu-Jitsu;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/116019/RankingPhoto;Renan Cruz;https://ibjjf.com/athletes/renan-cruz-841c1c09a9d9;Marcio Cruz Brazilian Jiu-Jitsu;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/183397/RankingPhoto;Neocicero Barbosa;https://ibjjf.com/athletes/neocicero-barbosa;OLD DOG TEAM PORTUGAL;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/153731/RankingPhoto;Enderson Dias de Almeida;https://ibjjf.com/athletes/enderson-almeida;Elementum Jiu-Jitsu;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/117155/RankingPhoto;Frederic Leonhard Vosgröne;https://ibjjf.com/athletes/frederic-vosgrone;Carlson Gracie UK;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/102787/RankingPhoto;Marcus Vinicius Lopo Ruiz;https://ibjjf.com/athletes/marcus-ruiz;Atrium Brazilian Jiu-Jitsu;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/173973/RankingPhoto;Felipe Daniel Ferreira Brito;https://ibjjf.com/athletes/felipe-brito-784bd851f3df;Bruno Bastos BJJ Midland;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/30851/RankingPhoto;Thiago Augusto Araujo Macedo;https://ibjjf.com/athletes/thiago-macedo;Rodrigo Pinheiro BJJ;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/213626/RankingPhoto;Luccas Lira Costa;https://ibjjf.com/athletes/luccas-costa;Atos Jiu Jitsu USA;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/133980/RankingPhoto;Jose Neto da Silva Junior;https://ibjjf.com/athletes/jose-junior-9cc4c762ef32;PSLPB Cicero Costha;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/132093/RankingPhoto;Gustavo Evangelista de Oliveira;https://ibjjf.com/athletes/gustavo-oliveira-5d1909392abc;AMBJJ - Alex Martins Brazilian Jiu-Jitsu;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/295914/RankingPhoto;Levi Noland Kurtovich;https://ibjjf.com/athletes/levi-kurtovich;Alliance Los Angeles;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/69215/RankingPhoto;Eryk Ryan Anders;https://ibjjf.com/athletes/eryk-anders;Ya Boi Fitness Academy;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/190961/RankingPhoto;Mikael Rhaillander Teixeira de Arruda;https://ibjjf.com/athletes/mikael-arruda;LGC-Luton Grappling Club;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/226787/RankingPhoto;Alexandre Joaquim de Jesus;https://ibjjf.com/athletes/alexandre-jesus-9b49bb1e163d;Qatar BJJ / Vision Brasil;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/83431/RankingPhoto;João Victor Pinheiro Machado de Souza;https://ibjjf.com/athletes/joao-souza-c7feda94569a;Atos Jiu-Jitsu;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/62694/RankingPhoto;Patrick Kenneth Ortega Fowler;https://ibjjf.com/athletes/patrick-fowler;Paraestra Korea;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/162347/RankingPhoto;Yago Aurelio Silva de Oliveira;https://ibjjf.com/athletes/yago-oliveira-ccb7c6d9b611;Pirâmide Grappling Association;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/53053/RankingPhoto;Bradley Brian H. Hill;https://ibjjf.com/athletes/bradley-hill-b44970ed9379;Royal Jiu-Jitsu;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/332193/RankingPhoto;Eduardo Gomes;https://ibjjf.com/athletes/eduardo-gomes-3a6d38e13b0c;Familia Marcio Frank BJJ;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/449073/RankingPhoto;João Ricardo Martins Rodrigues;https://ibjjf.com/athletes/joao-rodrigues-70099d4edcfe;Academia Marangoni;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/75141/RankingPhoto;Eduardo Brandão Júnior;https://ibjjf.com/athletes/eduardo-junior-9ecfca91233b;Brandão Jiu Jitsu;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/414394/RankingPhoto;Paulo Vitor de Amorim Moraes;https://ibjjf.com/athletes/paulo-moraes-2fd29fb803fc;Brazilian Top Team;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/213302/RankingPhoto;Gabriel Aguiar Costa;https://ibjjf.com/athletes/gabriel-costa-dd9c6fa73577;Vuk / 617 Brazilian Jiu-jitsu;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/272589/RankingPhoto;Jackson Almeida Monteiro de Barros;https://ibjjf.com/athletes/jackson-barros-32963b37094d;Gracie Barra Recreio;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/606256/RankingPhoto;Patrick Santo dos Reis Monteiro;https://ibjjf.com/athletes/patrick-monteiro;Focus Jiu-Jitsu;9;ranking-geral-gi;adult;male;black;superheavy
128;https://api.ibjjfdb.com/Athletes/165228/RankingPhoto;Wildemar Matheus S. dos Santos;https://ibjjf.com/athletes/wildemar-santos;Equipe Fernando Boi;9;ranking-geral-gi;adult;male;black;superheavy
158;https://api.ibjjfdb.com/Athletes/162593/RankingPhoto;Guilherme Cabezudo Vilhalba;https://ibjjf.com/athletes/guilherme-vilhalba;Alliance Porto Alegre;8;ranking-geral-gi;adult;male;black;superheavy
159;https://api.ibjjfdb.com/Athletes/31876/RankingPhoto;Mair Ferro Amaral;https://ibjjf.com/athletes/mair-amaral;Gracie Barra Thousand Oaks;7;ranking-geral-gi;adult;male;black;superheavy
159;https://api.ibjjfdb.com/Athletes/194281/RankingPhoto;Nicolas Anthony Hand;https://ibjjf.com/athletes/nicolas-hand-1631eda7fc82;Alliance Pennsylvania;7;ranking-geral-gi;adult;male;black;superheavy
159;https://api.ibjjfdb.com/Athletes/232728/RankingPhoto;Enzo Martins de Andrade;https://ibjjf.com/athletes/enzo-andrade-6166ccbbf94a;Milioli-aebrothers;7;ranking-geral-gi;adult;male;black;superheavy
162;https://api.ibjjfdb.com/Athletes/83945/RankingPhoto;Fábio Angnes Alano;https://ibjjf.com/athletes/fabio-alano;Alliance Framingham;6;ranking-geral-gi;adult;male;black;superheavy
